"","age","rate","value"
"1","50_to_54",3809,70058
"2","85_to_89",5080.2,17824
"3","70_to_74",2028.1,26977
"4","90+",7369.7,12251
"5","25_to_29",4401.8,78912
"6","5_to_9",1309.1,23689
"7","65_to_69",2285.2,30914
"8","60_to_64",3044.5,46496
"9","35_to_39",3721,70719
"10","75_to_79",2532.9,22814
"11","80_to_84",3443.8,21884
"12","10_to_14",2316.3,41983
"13","20_to_24",5091.8,80844
"14","0_to_4",1134.5,19209
"15","45_to_49",4018.7,68325
"16","40_to_44",3589,66365
"17","15_to_19",3975.6,68359
"18","55_to_59",3240.8,62448
"19","30_to_34",3977.5,76889
