"","age","rate","value"
"1","90+",3338.7,11720
"2","60_to_64",477.6,7568
"3","30_to_34",562,10500
"4","75_to_79",615,6396
"5","5_to_9",41.6,774
"6","15_to_19",144,2354
"7","80_to_84",1098.3,8835
"8","45_to_49",647.1,11092
"9","85_to_89",1961.1,10373
"10","10_to_14",52.8,911
"11","40_to_44",509.9,9609
"12","20_to_24",497,7468
"13","0_to_4",40,643
"14","25_to_29",656.1,11122
"15","55_to_59",553.9,10971
"16","50_to_54",647.8,12156
"17","70_to_74",346,5014
"18","35_to_39",484,9232
"19","65_to_69",312.5,4513
