"","age","rate","value"
"1","15_to_19",313.5,5391
"2","90+",3634,6041
"3","40_to_44",524,9690
"4","70_to_74",581.1,7729
"5","45_to_49",620.8,10555
"6","65_to_69",536,7251
"7","75_to_79",926.8,8348
"8","10_to_14",145.5,2637
"9","30_to_34",579.3,11199
"10","85_to_89",2367.4,8306
"11","20_to_24",602.8,9570
"12","80_to_84",1494.5,9497
"13","55_to_59",562,10830
"14","60_to_64",590.6,9020
"15","0_to_4",113.6,1923
"16","35_to_39",532.4,10119
"17","50_to_54",610.9,11236
"18","5_to_9",120.2,2176
"19","25_to_29",617.3,11066
