age,rate,value
0_to_4,2357.7,1906
5_to_9,1772.2,1978
10_to_14,3254.2,2915
15_to_19,7991.5,7041
20_to_24,12631,10494
25_to_29,10553.9,10138
30_to_34,9315.1,9475
35_to_39,8976.4,8679
40_to_44,8548.2,7993
45_to_49,10194,8756
50_to_54,9293.6,9488
55_to_59,7553.8,8550
60_to_64,5992.7,5930
65_to_69,3608.8,3377
70_to_74,3207.8,2972
75_to_79,3999.5,2691
80_to_84,5580.4,2794
85_to_89,8438.5,2741
90+,13858.3,2886
