"","age","rate","value"
"1","65_to_69",1837.5,26533
"2","60_to_64",2859.5,45312
"3","40_to_44",4065.4,76614
"4","30_to_34",4671.6,87278
"5","10_to_14",2237.6,38615
"6","80_to_84",2861.9,23023
"7","45_to_49",4523.8,77543
"8","20_to_24",6279.6,94352
"9","75_to_79",2007.1,20873
"10","5_to_9",1096.6,20408
"11","50_to_54",4177.4,78390
"12","25_to_29",5378.9,91180
"13","85_to_89",4554.9,24092
"14","90+",7517.4,26389
"15","15_to_19",4848,79254
"16","70_to_74",1572.1,22782
"17","35_to_39",4242.6,80923
"18","55_to_59",3386.5,67070
"19","0_to_4",1070.2,17192
