"","age","rate","value"
"1","15_to_19",137.8,2253
"2","50_to_54",638.5,11981
"3","65_to_69",306.7,4429
"4","45_to_49",636.8,10916
"5","40_to_44",498.3,9391
"6","85_to_89",1949.4,10311
"7","75_to_79",610.5,6349
"8","25_to_29",639.4,10838
"9","35_to_39",473.1,9024
"10","55_to_59",546.7,10827
"11","20_to_24",482.3,7246
"12","70_to_74",341,4942
"13","10_to_14",48.4,836
"14","80_to_84",1088.8,8759
"15","30_to_34",548.8,10253
"16","90+",3318.1,11648
"17","0_to_4",36.6,588
"18","5_to_9",37.8,703
"19","60_to_64",471.2,7466
