"","age","rate","value"
"1","30_to_34",8989.7,167953
"2","70_to_74",2870.6,41600
"3","45_to_49",8273.8,141822
"4","60_to_64",5456.6,86465
"5","65_to_69",3460.1,49962
"6","85_to_89",7439.4,39349
"7","25_to_29",10240.8,173596
"8","20_to_24",11285.8,169571
"9","0_to_4",2140.5,34386
"10","10_to_14",3667.5,63291
"11","80_to_84",4773.5,38401
"12","75_to_79",3479.6,36187
"13","40_to_44",7566,142584
"14","55_to_59",6388.9,126534
"15","90+",12525.7,43970
"16","5_to_9",2042.8,38017
"17","50_to_54",7794,146255
"18","15_to_19",7466.9,122068
"19","35_to_39",8083.7,154188
