"","age","rate","value"
"1","70_to_74",3529.4,46946
"2","25_to_29",8530.4,152927
"3","80_to_84",5400.7,34319
"4","40_to_44",6994.6,129337
"5","10_to_14",3679.9,66697
"6","65_to_69",4204.5,56878
"7","85_to_89",8018.5,28133
"8","50_to_54",7232.5,133026
"9","90+",11975.9,19908
"10","20_to_24",9146.5,145220
"11","75_to_79",4200.8,37837
"12","45_to_49",7584.2,128947
"13","5_to_9",2410.2,43615
"14","30_to_34",7887.1,152467
"15","0_to_4",2332.8,39499
"16","55_to_59",6216.7,119791
"17","35_to_39",7407.8,140789
"18","15_to_19",6172.4,106131
"19","60_to_64",5866.1,89590
