"","age","rate","value"
"1","35_to_39",416.6,7918
"2","90+",3536.6,5879
"3","0_to_4",75.1,1271
"4","45_to_49",514.1,8741
"5","50_to_54",517.6,9521
"6","15_to_19",182.8,3143
"7","65_to_69",489.4,6621
"8","20_to_24",379,6018
"9","30_to_34",443.4,8571
"10","55_to_59",485.4,9354
"11","80_to_84",1449.7,9212
"12","10_to_14",81.5,1477
"13","40_to_44",422.3,7808
"14","70_to_74",542.6,7218
"15","75_to_79",886.2,7982
"16","25_to_29",454.9,8155
"17","5_to_9",72.8,1317
"18","60_to_64",525.5,8025
"19","85_to_89",2304.4,8085
