"","age","rate","value"
"1","90+",3489.1,5800
"2","55_to_59",453.1,8731
"3","40_to_44",373.9,6914
"4","45_to_49",466.1,7925
"5","50_to_54",477.5,8783
"6","65_to_69",465.2,6293
"7","80_to_84",1425.9,9061
"8","5_to_9",54.7,989
"9","85_to_89",2276.2,7986
"10","35_to_39",358,6804
"11","70_to_74",525.7,6992
"12","15_to_19",112.4,1933
"13","75_to_79",866.6,7806
"14","0_to_4",55,932
"15","30_to_34",375,7250
"16","10_to_14",62.3,1130
"17","25_to_29",366.4,6568
"18","60_to_64",494.2,7548
"19","20_to_24",270.5,4294
