"","age","rate","value"
"1","75_to_79",666.7,6934
"2","0_to_4",93.6,1504
"3","85_to_89",2084.4,11025
"4","45_to_49",805.3,13803
"5","35_to_39",650.7,12411
"6","60_to_64",575.6,9121
"7","5_to_9",93.4,1739
"8","80_to_84",1172.2,9430
"9","65_to_69",373.3,5390
"10","30_to_34",761.2,14222
"11","25_to_29",921.8,15625
"12","40_to_44",657.2,12385
"13","10_to_14",115.5,1994
"14","50_to_54",790.8,14840
"15","20_to_24",839.1,12608
"16","70_to_74",391.5,5673
"17","15_to_19",334.5,5469
"18","55_to_59",664,13151
"19","90+",3565.4,12516
