age,value,rate
0_to_4,616,727.3
5_to_9,636,600.8
10_to_14,1014,1076.3
15_to_19,2620,2825.9
20_to_24,3554,3979.8
25_to_29,2885,2712.9
30_to_34,2693,2527.6
35_to_39,2386,2478.5
40_to_44,2291,2506.2
45_to_49,2576,3079.1
50_to_54,2647,2729.4
55_to_59,2660,2479.2
60_to_64,1846,1965.9
65_to_69,1230,1388.8
70_to_74,1176,1357.4
75_to_79,1172,1969.7
80_to_84,1063,2677.5
85_to_89,814,3804.4
90+,590,6088.1
