"","age","rate","value"
"1","10_to_14",1097.1,19885
"2","65_to_69",1594.2,21567
"3","75_to_79",1863,16780
"4","0_to_4",641.6,10864
"5","85_to_89",3753.7,13170
"6","80_to_84",2570.1,16332
"7","45_to_49",2445.6,41580
"8","55_to_59",2144.9,41330
"9","50_to_54",2442.7,44928
"10","90+",5415.3,9002
"11","30_to_34",2471.5,47778
"12","35_to_39",2262.7,43004
"13","40_to_44",2138.7,39547
"14","5_to_9",630,11400
"15","25_to_29",2785.1,49929
"16","70_to_74",1450.1,19288
"17","20_to_24",3628,57603
"18","15_to_19",2723.2,46825
"19","60_to_64",2068.1,31585
