"","age","rate","value"
"1","85_to_89",3982,13971
"2","75_to_79",1967.4,17721
"3","5_to_9",722.1,13068
"4","35_to_39",2429.3,46170
"5","20_to_24",3806,60429
"6","60_to_64",2200.2,33603
"7","65_to_69",1694.1,22918
"8","15_to_19",2900.7,49876
"9","40_to_44",2319,42881
"10","70_to_74",1537.5,20451
"11","90+",5718.4,9506
"12","25_to_29",2970.8,53259
"13","0_to_4",704,11921
"14","55_to_59",2289.3,44113
"15","80_to_84",2716.9,17265
"16","45_to_49",2641,44903
"17","10_to_14",1279.7,23194
"18","30_to_34",2645.9,51149
"19","50_to_54",2621.4,48216
