"","age","rate","value"
"1","50_to_54",980,18389
"2","90+",3709.3,13021
"3","0_to_4",151.3,2430
"4","30_to_34",976.3,18241
"5","60_to_64",690,10934
"6","80_to_84",1238.1,9960
"7","5_to_9",135.5,2522
"8","65_to_69",447.7,6465
"9","20_to_24",1291.6,19406
"10","40_to_44",833.8,15713
"11","10_to_14",209.5,3615
"12","45_to_49",999.1,17126
"13","35_to_39",843.5,16088
"14","70_to_74",441.6,6400
"15","75_to_79",722.7,7516
"16","55_to_59",803.8,15920
"17","25_to_29",1192.1,20207
"18","15_to_19",809.6,13235
"19","85_to_89",2175.7,11508
