age,value,rate
0_to_4,122,144
5_to_9,100,94.5
10_to_14,157,166.7
15_to_19,371,400.2
20_to_24,674,754.8
25_to_29,771,725
30_to_34,715,671.1
35_to_39,695,722
40_to_44,622,680.4
45_to_49,734,877.3
50_to_54,789,813.6
55_to_59,841,783.8
60_to_64,573,610.2
65_to_69,407,459.6
70_to_74,490,565.6
75_to_79,546,917.6
80_to_84,537,1352.6
85_to_89,438,2047.1
90+,323,3333
