"","age","rate","value"
"1","35_to_39",684.8,13015
"2","55_to_59",681.3,13128
"3","20_to_24",961.6,15267
"4","80_to_84",1562.3,9928
"5","30_to_34",746.9,14438
"6","40_to_44",647.1,11966
"7","50_to_54",751,13814
"8","45_to_49",762.3,12961
"9","5_to_9",155.9,2821
"10","65_to_69",612.9,8291
"11","85_to_89",2450.3,8597
"12","25_to_29",823.9,14770
"13","70_to_74",639.2,8502
"14","0_to_4",161.3,2731
"15","75_to_79",982.9,8853
"16","10_to_14",221.7,4019
"17","15_to_19",674.7,11602
"18","60_to_64",696.9,10644
"19","90+",3727.9,6197
