"","age","rate","value"
"1","5_to_9",1237.6,23033
"2","30_to_34",5242.8,97951
"3","55_to_59",3745.1,74173
"4","60_to_64",3162.5,50113
"5","35_to_39",4787,91307
"6","80_to_84",3053.2,24562
"7","45_to_49",5041.6,86418
"8","25_to_29",6012.5,101920
"9","10_to_14",2476.9,42744
"10","90+",7927.3,27828
"11","75_to_79",2162.6,22491
"12","20_to_24",6907.6,103788
"13","40_to_44",4571.2,86145
"14","70_to_74",1724,24984
"15","65_to_69",2033.8,29367
"16","15_to_19",5207.5,85131
"17","0_to_4",1213.6,19496
"18","85_to_89",4809.2,25437
"19","50_to_54",4641,87089
