age,value,rate
0_to_4,565,667.1
5_to_9,559,528
10_to_14,895,950
15_to_19,2490,2685.7
20_to_24,3354,3755.9
25_to_29,2723,2560.6
30_to_34,2497,2343.7
35_to_39,2230,2316.5
40_to_44,2130,2330
45_to_49,2412,2883
50_to_54,2479,2556.2
55_to_59,2526,2354.3
60_to_64,1715,1826.4
65_to_69,1159,1308.7
70_to_74,1116,1288.1
75_to_79,1121,1884
80_to_84,1010,2544
85_to_89,780,3645.5
90+,565,5830.2
