age,value,rate
0_to_4,577,713.7
5_to_9,556,498.1
10_to_14,895,999.2
15_to_19,3363,3817
20_to_24,4288,5161.2
25_to_29,3824,3980.9
30_to_34,3469,3410.4
35_to_39,3220,3330.3
40_to_44,3143,3361.3
45_to_49,3480,4051.5
50_to_54,3804,3726.1
55_to_59,3390,2995
60_to_64,2161,2183.9
65_to_69,1131,1208.6
70_to_74,1051,1134.4
75_to_79,1056,1569.5
80_to_84,1148,2292.9
85_to_89,1197,3685.1
90+,1296,6223.3
