age,rate,value
0_to_4,1572.2,1271
5_to_9,1251.6,1397
10_to_14,2310.9,2070
15_to_19,5968.9,5259
20_to_24,8832.3,7338
25_to_29,7323.6,7035
30_to_34,6443.4,6554
35_to_39,6321.4,6112
40_to_44,6171.9,5771
45_to_49,7345.1,6309
50_to_54,6628.3,6767
55_to_59,5280.6,5977
60_to_64,4126.2,4083
65_to_69,2431.1,2275
70_to_74,2179.2,2019
75_to_79,2693.1,1812
80_to_84,3679,1842
85_to_89,5612.3,1823
90+,9046.8,1884
