age,value,rate
0_to_4,638,789.2
5_to_9,659,590.4
10_to_14,1055,1177.8
15_to_19,3563,4044
20_to_24,4574,5505.5
25_to_29,4155,4325.5
30_to_34,3810,3745.7
35_to_39,3520,3640.6
40_to_44,3433,3671.5
45_to_49,3767,4385.6
50_to_54,4096,4012.1
55_to_59,3647,3222.1
60_to_64,2342,2366.8
65_to_69,1240,1325.1
70_to_74,1157,1248.8
75_to_79,1150,1709.2
80_to_84,1245,2486.6
85_to_89,1293,3980.7
90+,1383,6641.1
