"","age","rate","value"
"1","30_to_34",3749.2,70046
"2","10_to_14",1648.9,28456
"3","90+",6648,23337
"4","40_to_44",3239,61040
"5","25_to_29",4341.7,73598
"6","65_to_69",1550.2,22384
"7","80_to_84",2512.9,20215
"8","45_to_49",3678.8,63059
"9","50_to_54",3454.6,64827
"10","35_to_39",3387.4,64612
"11","55_to_59",2827.2,55994
"12","5_to_9",814.3,15155
"13","60_to_64",2400.2,38033
"14","15_to_19",4138.5,67655
"15","20_to_24",5303.5,79686
"16","0_to_4",831.7,13360
"17","75_to_79",1740.9,18105
"18","70_to_74",1339.9,19417
"19","85_to_89",4009.2,21206
