"","age","rate","value"
"1","75_to_79",663.3,5974
"2","80_to_84",1067.7,6785
"3","70_to_74",392.8,5225
"4","45_to_49",290.2,4934
"5","55_to_59",303.8,5854
"6","50_to_54",313.5,5767
"7","40_to_44",214.2,3960
"8","10_to_14",12.1,219
"9","5_to_9",10.6,192
"10","35_to_39",186.2,3538
"11","15_to_19",29.5,508
"12","0_to_4",22,373
"13","85_to_89",1672.5,5868
"14","25_to_29",175.8,3151
"15","60_to_64",344.7,5264
"16","90+",2493.5,4145
"17","20_to_24",98.7,1567
"18","30_to_34",186,3596
"19","65_to_69",333.1,4506
