age,value,rate
0_to_4,596,737.2
5_to_9,586,525
10_to_14,940,1049.4
15_to_19,3445,3910.1
20_to_24,4382,5274.4
25_to_29,3955,4117.3
30_to_34,3585,3524.5
35_to_39,3325,3438.9
40_to_44,3235,3459.7
45_to_49,3578,4165.6
50_to_54,3896,3816.2
55_to_59,3467,3063
60_to_64,2235,2258.6
65_to_69,1175,1255.6
70_to_74,1096,1182.9
75_to_79,1094,1626
80_to_84,1191,2378.8
85_to_89,1237,3808.3
90+,1341,6439.4
