age,rate,value
0_to_4,1639.9,1389
5_to_9,1464.1,1550
10_to_14,2359.7,2223
15_to_19,4707,4364
20_to_24,7003.4,6254
25_to_29,5268.8,5603
30_to_34,5013,5341
35_to_39,5042.2,4854
40_to_44,4962,4536
45_to_49,5849.7,4894
50_to_54,5371.2,5209
55_to_59,4683.5,5025
60_to_64,3901,3663
65_to_69,2781,2463
70_to_74,2559,2217
75_to_79,3240.2,1928
80_to_84,4209,1671
85_to_89,5468.3,1170
90+,8513.1,825
