"","age","rate","value"
"1","0_to_4",60.8,1030
"2","65_to_69",472.4,6391
"3","10_to_14",68.1,1235
"4","15_to_19",124.6,2143
"5","40_to_44",388.6,7186
"6","75_to_79",873.2,7865
"7","70_to_74",530.8,7061
"8","20_to_24",293.2,4655
"9","45_to_49",480.5,8169
"10","80_to_84",1433.5,9109
"11","30_to_34",393.8,7613
"12","50_to_54",489.2,8998
"13","35_to_39",374.4,7116
"14","25_to_29",386.3,6926
"15","60_to_64",504.5,7705
"16","55_to_59",462.1,8905
"17","5_to_9",60,1085
"18","90+",3510.1,5835
"19","85_to_89",2285.9,8020
