"","age","rate","value"
"1","15_to_19",8157.8,133363
"2","75_to_79",3762.3,39127
"3","40_to_44",8382.7,157974
"4","55_to_59",7039.5,139419
"5","85_to_89",8027.4,42459
"6","45_to_49",9102.8,156032
"7","0_to_4",2485.9,39934
"8","80_to_84",5130.7,41274
"9","35_to_39",9055.2,172720
"10","90+",13514.7,47442
"11","30_to_34",10053.4,187827
"12","50_to_54",8575.3,160917
"13","25_to_29",11318.6,191867
"14","10_to_14",4168.7,71940
"15","70_to_74",3121.4,45235
"16","65_to_69",3791.9,54753
"17","5_to_9",2390.9,44496
"18","60_to_64",6025.6,95482
"19","20_to_24",12349.1,185547
