age,value,rate
0_to_4,107,132.4
5_to_9,106,95
10_to_14,138,154.1
15_to_19,544,617.4
20_to_24,1170,1408.3
25_to_29,1304,1357.5
30_to_34,1167,1147.3
35_to_39,1135,1173.9
40_to_44,1143,1222.4
45_to_49,1358,1581
50_to_54,1549,1517.3
55_to_59,1366,1206.8
60_to_64,842,850.9
65_to_69,418,446.7
70_to_74,384,414.5
75_to_79,465,691.1
80_to_84,550,1098.5
85_to_89,642,1976.5
90+,713,3423.8
