"","age","rate","value"
"1","90+",4144.8,6890
"2","25_to_29",1504.4,26969
"3","50_to_54",1287.5,23680
"4","75_to_79",1238.2,11153
"5","20_to_24",2141.3,33998
"6","70_to_74",886.6,11793
"7","40_to_44",1114.8,20613
"8","35_to_39",1192.7,22667
"9","80_to_84",1843.6,11715
"10","15_to_19",1710.5,29411
"11","60_to_64",1119.6,17099
"12","10_to_14",486,8809
"13","30_to_34",1316.4,25447
"14","85_to_89",2787.5,9780
"15","65_to_69",912.9,12350
"16","55_to_59",1137.2,21913
"17","45_to_49",1289.1,21918
"18","0_to_4",315.4,5341
"19","5_to_9",291.7,5279
