age,value,rate
0_to_4,781,922.1
5_to_9,860,812.3
10_to_14,1345,1427.7
15_to_19,3036,3274.6
20_to_24,4084,4573.3
25_to_29,3416,3212.2
30_to_34,3199,3002.5
35_to_39,2852,2962.6
40_to_44,2716,2971.1
45_to_49,3025,3615.7
50_to_54,3144,3241.9
55_to_59,3091,2880.9
60_to_64,2158,2298.2
65_to_69,1479,1670
70_to_74,1383,1596.3
75_to_79,1355,2277.2
80_to_84,1213,3055.3
85_to_89,909,4248.5
90+,642,6624.7
