"","age","rate","value"
"1","60_to_64",423.3,6708
"2","45_to_49",564.6,9677
"3","40_to_44",434.2,8183
"4","30_to_34",472.1,8821
"5","70_to_74",308,4463
"6","55_to_59",492.8,9761
"7","90+",3007.4,10557
"8","20_to_24",395.9,5949
"9","25_to_29",547.4,9280
"10","10_to_14",30.5,527
"11","15_to_19",100.1,1637
"12","35_to_39",407.7,7777
"13","75_to_79",556.1,5783
"14","85_to_89",1774.7,9387
"15","80_to_84",991.7,7978
"16","5_to_9",22.8,424
"17","0_to_4",22.5,362
"18","65_to_69",272.6,3936
"19","50_to_54",573.6,10764
