age,value,rate
0_to_4,488,576.2
5_to_9,468,442.1
10_to_14,744,789.7
15_to_19,2322,2504.5
20_to_24,3024,3386.3
25_to_29,2399,2255.9
30_to_34,2205,2069.6
35_to_39,1985,2062
40_to_44,1899,2077.3
45_to_49,2134,2550.7
50_to_54,2217,2286
55_to_59,2273,2118.5
60_to_64,1543,1643.2
65_to_69,1050,1185.6
70_to_74,1004,1158.9
75_to_79,1027,1726
80_to_84,910,2292.1
85_to_89,720,3365.1
90+,525,5417.4
