"","age","rate","value"
"1","25_to_29",8319.4,149143
"2","0_to_4",2255.8,38196
"3","65_to_69",4109,55586
"4","85_to_89",7893.1,27693
"5","15_to_19",6064.5,104277
"6","30_to_34",7671.1,148292
"7","45_to_49",7393.7,125708
"8","5_to_9",2350.3,42531
"9","80_to_84",5310.5,33746
"10","70_to_74",3460,46023
"11","35_to_39",7190.6,136662
"12","50_to_54",7052,129707
"13","20_to_24",8940.6,141951
"14","10_to_14",3611.6,65459
"15","40_to_44",6802.6,125787
"16","75_to_79",4127.2,37174
"17","55_to_59",6062.4,116819
"18","60_to_64",5718.9,87341
"19","90+",11756.9,19544
