"","age","rate","value"
"1","60_to_64",496.7,7586
"2","20_to_24",275.7,4377
"3","0_to_4",56.6,958
"4","45_to_49",469.5,7983
"5","75_to_79",868.1,7819
"6","65_to_69",466.7,6314
"7","90+",3494.5,5809
"8","40_to_44",378.1,6991
"9","15_to_19",115.3,1983
"10","5_to_9",55.4,1002
"11","50_to_54",480.5,8838
"12","25_to_29",371.3,6656
"13","80_to_84",1428.1,9075
"14","85_to_89",2278.8,7995
"15","10_to_14",63.3,1147
"16","35_to_39",361.5,6870
"17","55_to_59",455.1,8770
"18","70_to_74",526.9,7009
"19","30_to_34",379.6,7338
