age,rate,value
0_to_4,2217.9,1793
5_to_9,1684.4,1880
10_to_14,3115.8,2791
15_to_19,7736.1,6816
20_to_24,12135.1,10082
25_to_29,10151.1,9751
30_to_34,8926.7,9080
35_to_39,8590.6,8306
40_to_44,8210.3,7677
45_to_49,9833.1,8446
50_to_54,8965.4,9153
55_to_59,7268.4,8227
60_to_64,5762.3,5702
65_to_69,3464.5,3242
70_to_74,3071.8,2846
75_to_79,3809.3,2563
80_to_84,5314.8,2661
85_to_89,7976.7,2591
90+,13128.5,2734
