"","age","rate","value"
"1","75_to_79",736.6,6635
"2","10_to_14",21.4,387
"3","70_to_74",438.5,5833
"4","45_to_49",345.6,5876
"5","80_to_84",1200.1,7626
"6","60_to_64",392.7,5998
"7","15_to_19",44,757
"8","90+",2923,4859
"9","5_to_9",19.3,350
"10","20_to_24",134.9,2142
"11","35_to_39",228.7,4346
"12","40_to_44",257,4752
"13","85_to_89",1933.6,6784
"14","0_to_4",24.6,417
"15","65_to_69",374.8,5070
"16","55_to_59",349.6,6736
"17","50_to_54",365.3,6719
"18","30_to_34",234.1,4526
"19","25_to_29",223.1,3999
