age,value,rate
0_to_4,286,337.7
5_to_9,257,242.8
10_to_14,418,443.7
15_to_19,1649,1778.6
20_to_24,1929,2160.1
25_to_29,1530,1438.7
30_to_34,1427,1339.4
35_to_39,1279,1328.6
40_to_44,1192,1303.9
45_to_49,1336,1596.9
50_to_54,1420,1464.2
55_to_59,1469,1369.2
60_to_64,1009,1074.5
65_to_69,683,771.2
70_to_74,696,803.4
75_to_79,755,1268.9
80_to_84,675,1700.2
85_to_89,544,2542.5
90+,381,3931.5
