"","age","rate","value"
"1","10_to_14",28.7,495
"2","30_to_34",461.9,8630
"3","5_to_9",21.5,400
"4","80_to_84",974.1,7836
"5","40_to_44",427.3,8053
"6","75_to_79",547.8,5697
"7","45_to_49",554.9,9511
"8","25_to_29",536,9086
"9","35_to_39",399.8,7626
"10","85_to_89",1740.1,9204
"11","70_to_74",303.1,4393
"12","55_to_59",484.7,9600
"13","20_to_24",385.4,5790
"14","60_to_64",415.6,6586
"15","15_to_19",97,1586
"16","0_to_4",21.8,350
"17","90+",2938.7,10316
"18","50_to_54",564.5,10593
"19","65_to_69",267.7,3866
