age,rate,value
0_to_4,2153.6,1741
5_to_9,1648.5,1840
10_to_14,3051,2733
15_to_19,7604.5,6700
20_to_24,11902.8,9889
25_to_29,9926.2,9535
30_to_34,8743.9,8894
35_to_39,8451,8171
40_to_44,8081.9,7557
45_to_49,9671.2,8307
50_to_54,8785.2,8969
55_to_59,7121.8,8061
60_to_64,5654.2,5595
65_to_69,3374.7,3158
70_to_74,3001.6,2781
75_to_79,3720.1,2503
80_to_84,5165,2586
85_to_89,7739.7,2514
90+,12701.1,2645
