"","age","rate","value"
"1","70_to_74",501.7,7270
"2","45_to_49",1187.8,20360
"3","60_to_64",809,12820
"4","30_to_34",1176.9,21987
"5","75_to_79",783.6,8149
"6","90+",3849.4,13513
"7","0_to_4",206,3309
"8","55_to_59",960.6,19025
"9","40_to_44",992.8,18709
"10","15_to_19",1516.8,24797
"11","80_to_84",1309.1,10531
"12","50_to_54",1160.9,21784
"13","65_to_69",525.9,7593
"14","20_to_24",1857.1,27903
"15","25_to_29",1438.5,24384
"16","5_to_9",168.5,3135
"17","10_to_14",286.7,4947
"18","85_to_89",2267,11991
"19","35_to_39",1017.9,19415
