"","age","rate","value"
"1","0_to_4",34.4,553
"2","40_to_44",492,9272
"3","35_to_39",467.3,8914
"4","70_to_74",339,4913
"5","60_to_64",467.1,7402
"6","80_to_84",1083.8,8719
"7","75_to_79",606.9,6312
"8","65_to_69",303.9,4388
"9","15_to_19",133.9,2189
"10","55_to_59",542.1,10736
"11","85_to_89",1939.6,10259
"12","5_to_9",36.1,672
"13","20_to_24",474.5,7130
"14","25_to_29",631.5,10705
"15","30_to_34",541.9,10124
"16","10_to_14",45.9,792
"17","45_to_49",630.3,10804
"18","50_to_54",633.4,11885
"19","90+",3306.8,11608
