"","age","rate","value"
"1","45_to_49",2815.1,48253
"2","0_to_4",598.3,9611
"3","55_to_59",2241.4,44392
"4","85_to_89",3272.5,17309
"5","20_to_24",4395.9,66049
"6","30_to_34",2896.9,54122
"7","60_to_64",1894.7,30024
"8","10_to_14",996.6,17199
"9","40_to_44",2429.6,45786
"10","35_to_39",2555.4,48741
"11","50_to_54",2711.4,50879
"12","80_to_84",2043.6,16440
"13","5_to_9",511.3,9516
"14","15_to_19",3356.8,54877
"15","90+",5361.8,18822
"16","65_to_69",1234.8,17830
"17","70_to_74",1070.7,15517
"18","75_to_79",1405.3,14615
"19","25_to_29",3442.4,58353
