"","age","rate","value"
"1","10_to_14",30.1,519
"2","65_to_69",271.3,3918
"3","45_to_49",562.5,9641
"4","35_to_39",405.7,7738
"5","60_to_64",421.2,6674
"6","25_to_29",544.7,9234
"7","85_to_89",1766.4,9343
"8","80_to_84",987.5,7944
"9","40_to_44",432.9,8158
"10","70_to_74",306.6,4443
"11","50_to_54",570.8,10711
"12","55_to_59",490.9,9723
"13","90+",2993.4,10508
"14","0_to_4",22.5,361
"15","5_to_9",22.4,417
"16","75_to_79",554,5761
"17","15_to_19",99.2,1622
"18","30_to_34",469,8763
"19","20_to_24",392.7,5901
