age,value,rate
0_to_4,521,644.5
5_to_9,500,448
10_to_14,807,900.9
15_to_19,3238,3675.1
20_to_24,4078,4908.5
25_to_29,3597,3744.6
30_to_34,3270,3214.8
35_to_39,3042,3146.2
40_to_44,2986,3193.4
45_to_49,3319,3864.1
50_to_54,3645,3570.3
55_to_59,3243,2865.1
60_to_64,2052,2073.7
65_to_69,1094,1169.1
70_to_74,1004,1083.6
75_to_79,1009,1499.6
80_to_84,1109,2215
85_to_89,1162,3577.4
90+,1264,6069.6
