age,value,rate
0_to_4,545,674.1
5_to_9,521,466.8
10_to_14,828,924.4
15_to_19,3279,3721.7
20_to_24,4154,4999.9
25_to_29,3687,3838.3
30_to_34,3339,3282.6
35_to_39,3104,3210.4
40_to_44,3059,3271.5
45_to_49,3391,3947.9
50_to_54,3708,3632
55_to_59,3300,2915.5
60_to_64,2097,2119.2
65_to_69,1108,1184
70_to_74,1022,1103.1
75_to_79,1030,1530.8
80_to_84,1126,2248.9
85_to_89,1176,3620.5
90+,1284,6165.7
