age,value,rate
0_to_4,770,909.1
5_to_9,844,797.2
10_to_14,1329,1410.7
15_to_19,3009,3245.5
20_to_24,4062,4548.7
25_to_29,3391,3188.7
30_to_34,3167,2972.5
35_to_39,2826,2935.6
40_to_44,2692,2944.8
45_to_49,2999,3584.7
50_to_54,3107,3203.8
55_to_59,3062,2853.9
60_to_64,2147,2286.5
65_to_69,1464,1653
70_to_74,1367,1577.9
75_to_79,1348,2265.5
80_to_84,1206,3037.7
85_to_89,903,4220.4
90+,639,6593.7
