"","age","rate","value"
"1","45_to_49",7842,133329
"2","40_to_44",7265.9,134354
"3","20_to_24",9431.6,149747
"4","80_to_84",5500.5,34953
"5","75_to_79",4280.2,38552
"6","35_to_39",7705.1,146439
"7","70_to_74",3601.2,47901
"8","10_to_14",3902.3,70728
"9","25_to_29",8831.5,158325
"10","5_to_9",2568.2,46475
"11","55_to_59",6408.3,123484
"12","90+",12211.1,20299
"13","65_to_69",4308,58279
"14","30_to_34",8197.1,158460
"15","85_to_89",8178.4,28694
"16","0_to_4",2458.8,41633
"17","60_to_64",6038.3,92219
"18","50_to_54",7472.9,137448
"19","15_to_19",6412.4,110259
