"","age","rate","value"
"1","65_to_69",316.4,4568
"2","35_to_39",492.9,9402
"3","25_to_29",667.4,11314
"4","20_to_24",510.9,7676
"5","40_to_44",516.8,9740
"6","10_to_14",54.9,948
"7","75_to_79",618.2,6429
"8","55_to_59",559.1,11074
"9","0_to_4",43.1,692
"10","60_to_64",482.3,7643
"11","80_to_84",1102.5,8869
"12","5_to_9",43.9,817
"13","50_to_54",655.1,12293
"14","90+",3353.5,11772
"15","15_to_19",152.4,2492
"16","85_to_89",1967.8,10408
"17","70_to_74",348.9,5056
"18","45_to_49",655.3,11233
"19","30_to_34",572.4,10694
