"","age","rate","value"
"1","85_to_89",2020.5,10687
"2","0_to_4",60.6,973
"3","30_to_34",632.2,11812
"4","20_to_24",596.7,8965
"5","10_to_14",72,1242
"6","90+",3437.8,12068
"7","25_to_29",740.3,12549
"8","50_to_54",694.7,13037
"9","75_to_79",635,6604
"10","15_to_19",197.5,3228
"11","35_to_39",540,10300
"12","5_to_9",58.1,1081
"13","55_to_59",589.8,11681
"14","60_to_64",510.9,8096
"15","65_to_69",335.7,4848
"16","80_to_84",1130.7,9096
"17","45_to_49",701.1,12017
"18","40_to_44",562.3,10596
"19","70_to_74",363.2,5263
