"","age","rate","value"
"1","90+",3518.5,5849
"2","5_to_9",63.6,1151
"3","55_to_59",469.4,9045
"4","10_to_14",71.8,1302
"5","35_to_39",387.4,7363
"6","30_to_34",407.3,7873
"7","60_to_64",511.2,7808
"8","75_to_79",878.5,7913
"9","0_to_4",65.6,1110
"10","70_to_74",534.9,7115
"11","15_to_19",137.8,2369
"12","80_to_84",1438.2,9139
"13","45_to_49",490.4,8337
"14","50_to_54",497.7,9154
"15","20_to_24",316.4,5023
"16","25_to_29",406.4,7286
"17","65_to_69",478,6467
"18","85_to_89",2291,8038
"19","40_to_44",397.9,7357
