"","age","rate","value"
"1","65_to_69",2967.4,42848
"2","40_to_44",6519.5,122862
"3","60_to_64",4635.8,73458
"4","25_to_29",8831.8,149712
"5","0_to_4",1742.8,27996
"6","30_to_34",7669.3,143284
"7","15_to_19",6770.5,110684
"8","85_to_89",6391,33804
"9","45_to_49",7160,122729
"10","20_to_24",9861.3,148167
"11","70_to_74",2463.7,35703
"12","80_to_84",4109.1,33056
"13","10_to_14",3270.6,56442
"14","50_to_54",6685.4,125452
"15","55_to_59",5463.4,108205
"16","35_to_39",6913.4,131866
"17","5_to_9",1729.7,32191
"18","90+",10695.7,37546
"19","75_to_79",2997.8,31176
