"","age","rate","value"
"1","90+",13384,46983
"2","30_to_34",9770.3,182538
"3","5_to_9",2245.8,41796
"4","60_to_64",5913,93698
"5","20_to_24",12075.8,181441
"6","65_to_69",3733.2,53905
"7","85_to_89",7933.2,41961
"8","15_to_19",7892.5,129025
"9","55_to_59",6895.6,136569
"10","75_to_79",3713.7,38622
"11","40_to_44",8159.7,153773
"12","0_to_4",2385.7,38324
"13","35_to_39",8792.5,167708
"14","45_to_49",8890.6,152394
"15","10_to_14",3919,67631
"16","80_to_84",5068.6,40775
"17","70_to_74",3076.2,44579
"18","25_to_29",11041.6,187171
"19","50_to_54",8393.7,157509
