age,rate,value
0_to_4,2223.2,1883
5_to_9,1915.6,2028
10_to_14,3045.4,2869
15_to_19,5884.8,5456
20_to_24,9259.8,8269
25_to_29,7362,7829
30_to_34,6928.7,7382
35_to_39,6752.1,6500
40_to_44,6586.4,6021
45_to_49,7775.3,6505
50_to_54,7311.8,7091
55_to_59,6375.1,6840
60_to_64,5402.6,5073
65_to_69,3782.6,3350
70_to_74,3459.3,2997
75_to_79,4265.4,2538
80_to_84,5690,2259
85_to_89,7529.4,1611
90+,11536.5,1118
