"","age","rate","value"
"1","50_to_54",961.3,18039
"2","30_to_34",955.2,17846
"3","45_to_49",981.8,16829
"4","65_to_69",439.6,6348
"5","15_to_19",718.4,11745
"6","70_to_74",436.7,6328
"7","25_to_29",1166.8,19779
"8","20_to_24",1234.3,18546
"9","40_to_44",818.4,15423
"10","90+",3695.6,12973
"11","10_to_14",203,3503
"12","55_to_59",789.5,15637
"13","5_to_9",132.5,2465
"14","75_to_79",717,7457
"15","80_to_84",1231.6,9908
"16","35_to_39",826.9,15772
"17","0_to_4",144.6,2323
"18","60_to_64",678.6,10753
"19","85_to_89",2167.6,11465
