age,value,rate
0_to_4,260,321.6
5_to_9,231,207
10_to_14,318,355
15_to_19,2044,2319.9
20_to_24,2399,2887.5
25_to_29,1978,2059.2
30_to_34,1772,1742.1
35_to_39,1763,1823.4
40_to_44,1749,1870.5
45_to_49,1986,2312.2
50_to_54,2221,2175.5
55_to_59,1975,1744.9
60_to_64,1225,1238
65_to_69,637,680.7
70_to_74,568,613.1
75_to_79,621,923
80_to_84,709,1416.1
85_to_89,769,2367.5
90+,839,4028.8
