"","age","rate","value"
"1","80_to_84",2292.6,18443
"2","85_to_89",3655.1,19333
"3","10_to_14",1336.4,23062
"4","35_to_39",3003.5,57288
"5","20_to_24",4903.6,73678
"6","60_to_64",2177.1,34499
"7","5_to_9",665.2,12379
"8","70_to_74",1227.5,17788
"9","25_to_29",3937.7,66750
"10","90+",6015.6,21117
"11","15_to_19",3787.2,61912
"12","40_to_44",2858.7,53873
"13","30_to_34",3362.7,62824
"14","75_to_79",1592,16556
"15","0_to_4",721.9,11596
"16","55_to_59",2568.9,50877
"17","45_to_49",3288,56360
"18","65_to_69",1411.4,20380
"19","50_to_54",3125.1,58644
