age,rate,value
0_to_4,1501.7,1214
5_to_9,1204.2,1344
10_to_14,2224.9,1993
15_to_19,5787.3,5099
20_to_24,8468.8,7036
25_to_29,6979,6704
30_to_34,6110.1,6215
35_to_39,6023.6,5824
40_to_44,5890.6,5508
45_to_49,7008.6,6020
50_to_54,6331.5,6464
55_to_59,5051.8,5718
60_to_64,3942.3,3901
65_to_69,2306.1,2158
70_to_74,2068,1916
75_to_79,2563.8,1725
80_to_84,3539.2,1772
85_to_89,5412.2,1758
90+,8768.3,1826
