age,rate,value
0_to_4,1467.5,1243
5_to_9,1347,1426
10_to_14,2211.1,2083
15_to_19,4392,4072
20_to_24,6409.9,5724
25_to_29,4700.8,4999
30_to_34,4484.6,4778
35_to_39,4519.7,4351
40_to_44,4398.6,4021
45_to_49,5264,4404
50_to_54,4797.9,4653
55_to_59,4200.7,4507
60_to_64,3468.6,3257
65_to_69,2493.1,2208
70_to_74,2320.1,2010
75_to_79,2994.9,1782
80_to_84,3881.5,1541
85_to_89,5215.9,1116
90+,8079.7,783
