"","age","rate","value"
"1","40_to_44",8321.9,156828
"2","60_to_64",5999.6,95069
"3","80_to_84",5118.5,41176
"4","65_to_69",3780.8,54593
"5","50_to_54",8532,160104
"6","45_to_49",9047.4,155081
"7","90+",13487.4,47346
"8","0_to_4",2462,39550
"9","5_to_9",2340.8,43564
"10","15_to_19",8075.2,132013
"11","35_to_39",8983.8,171357
"12","55_to_59",7004.9,138735
"13","75_to_79",3751.7,39017
"14","20_to_24",12285.6,184593
"15","25_to_29",11248.3,190675
"16","85_to_89",8010.2,42368
"17","70_to_74",3111.4,45089
"18","10_to_14",4065.9,70166
"19","30_to_34",9977.2,186402
