"","age","rate","value"
"1","70_to_74",3079.5,40962
"2","30_to_34",6652.1,128593
"3","90+",10438.9,17353
"4","40_to_44",5919.3,109454
"5","20_to_24",7995.4,126944
"6","50_to_54",6184.7,113754
"7","85_to_89",7049.5,24733
"8","65_to_69",3608.1,48810
"9","15_to_19",5564.4,95677
"10","0_to_4",1872.1,31699
"11","45_to_49",6487.7,110304
"12","35_to_39",6215.6,118131
"13","10_to_14",3264.9,59175
"14","5_to_9",2032.5,36781
"15","80_to_84",4772.5,30327
"16","60_to_64",4986.5,76155
"17","75_to_79",3673.1,33084
"18","55_to_59",5297,102069
"19","25_to_29",7329.9,131404
