"","age","rate","value"
"1","30_to_34",550.7,10645
"2","45_to_49",597,10150
"3","25_to_29",582.5,10442
"4","80_to_84",1487.7,9454
"5","75_to_79",919.3,8280
"6","20_to_24",555.6,8821
"7","35_to_39",505.5,9607
"8","5_to_9",111.5,2017
"9","50_to_54",588.7,10827
"10","70_to_74",572.3,7612
"11","55_to_59",544.4,10490
"12","65_to_69",526.2,7119
"13","60_to_64",575.6,8791
"14","10_to_14",129,2338
"15","15_to_19",283.8,4880
"16","90+",3620.8,6019
"17","0_to_4",104.1,1763
"18","85_to_89",2354.3,8260
"19","40_to_44",501.8,9278
