n,area_number,actual_data,synthetic_cntrl,difference,area_name,date
83,1,.58826309,.13728064,.45098245,Barking and Dagenham,18jun2020
71,1,.98233861,.73371589,.24862273,Barking and Dagenham,06jun2020
21,1,.49440208,.65470171,-.16029964,Barking and Dagenham,17apr2020
89,1,.049210947,.0078943493,.041316599,Barking and Dagenham,24jun2020
81,1,.7676239,.19676261,.57086128,Barking and Dagenham,16jun2020
14,1,.65385646,.62082022,.033036225,Barking and Dagenham,10apr2020
37,1,.60202813,.6307475,-.02871936,Barking and Dagenham,03may2020
74,1,.91027391,.61973971,.2905342,Barking and Dagenham,09jun2020
29,1,.83937472,.69905561,.14031914,Barking and Dagenham,25apr2020
79,1,.85581595,.28471783,.57109815,Barking and Dagenham,14jun2020
40,1,.58011317,.6286031,-.048489939,Barking and Dagenham,06may2020
28,1,.8060264,.70986998,.096156396,Barking and Dagenham,24apr2020
45,1,.56193054,.64671391,-.084783353,Barking and Dagenham,11may2020
51,1,.44005093,.73132724,-.29127631,Barking and Dagenham,17may2020
20,1,.49918047,.6408937,-.14171323,Barking and Dagenham,16apr2020
27,1,.75443995,.71553403,.03890593,Barking and Dagenham,23apr2020
77,1,.87452686,.40666881,.46785805,Barking and Dagenham,12jun2020
56,1,.60112685,.71918559,-.11805876,Barking and Dagenham,22may2020
72,1,.96674961,.7201308,.24661881,Barking and Dagenham,07jun2020
54,1,.49945748,.74460191,-.24514441,Barking and Dagenham,20may2020
57,1,.65115732,.70028305,-.049125709,Barking and Dagenham,23may2020
58,1,.69352967,.68230069,.011229008,Barking and Dagenham,24may2020
10,1,.75566447,.68265682,.073007636,Barking and Dagenham,06apr2020
48,1,.48365507,.67113107,-.18747602,Barking and Dagenham,14may2020
70,1,.98087633,.72330254,.25757378,Barking and Dagenham,05jun2020
6,1,.87983525,.79402488,.085810371,Barking and Dagenham,02apr2020
19,1,.51389891,.62756425,-.11366534,Barking and Dagenham,15apr2020
47,1,.51044232,.65888047,-.14843814,Barking and Dagenham,13may2020
42,1,.59313506,.64222866,-.049093585,Barking and Dagenham,08may2020
43,1,.59112787,.64549446,-.054366603,Barking and Dagenham,09may2020
41,1,.58751988,.63551128,-.047991369,Barking and Dagenham,07may2020
67,1,.85783339,.63246489,.2253685,Barking and Dagenham,02jun2020
65,1,.75166404,.60367125,.14799279,Barking and Dagenham,31may2020
33,1,.76488537,.6457929,.11909245,Barking and Dagenham,29apr2020
64,1,.72295636,.60721546,.11574089,Barking and Dagenham,30may2020
35,1,.66874993,.63600415,.032745782,Barking and Dagenham,01may2020
