age,rate,value
0_to_4,1991.5,1610
5_to_9,1546.4,1726
10_to_14,2870.2,2571
15_to_19,7222,6363
20_to_24,11175.8,9285
25_to_29,9258.9,8894
30_to_34,8149.1,8289
35_to_39,7928.7,7666
40_to_44,7597.5,7104
45_to_49,9056.5,7779
50_to_54,8230.8,8403
55_to_59,6633.2,7508
60_to_64,5287.4,5232
65_to_69,3140.7,2939
70_to_74,2807.3,2601
75_to_79,3443.7,2317
80_to_84,4767.5,2387
85_to_89,7077.8,2299
90+,11500.6,2395
